gene_id	gene_symbol	gene_biotype	description
ENSRNOG00000022182	Rint1	protein_coding	RAD50 interactor 1 [Source:RGD Symbol;Acc:1560433]
ENSRNOG00000011391	Rbsn	protein_coding	"rabenosyn, RAB effector [Source:RGD Symbol;Acc:1305397]"
ENSRNOG00000029866	Dennd6b	protein_coding	DENN domain containing 6B [Source:RGD Symbol;Acc:1308012]
ENSRNOG00000053469	AABR07030861.1	protein_coding	NA
ENSRNOG00000010964	Akap13	protein_coding	A-kinase anchoring protein 13 [Source:RGD Symbol;Acc:727893]
ENSRNOG00000021012	Rfx5	protein_coding	regulatory factor X5 [Source:RGD Symbol;Acc:1311677]
ENSRNOG00000026400	AABR07020999.1	protein_coding	NA
ENSRNOG00000002418	Tgfb2	protein_coding	"transforming growth factor, beta 2 [Source:RGD Symbol;Acc:70491]"
ENSRNOG00000012557	Lgals5	protein_coding	"lectin, galactose binding, soluble 5 [Source:RGD Symbol;Acc:3004]"
ENSRNOG00000054049	Prelid2	protein_coding	PRELI domain containing 2 [Source:RGD Symbol;Acc:1584707]
ENSRNOG00000024309	Cox6b1	protein_coding	cytochrome c oxidase subunit 6B1 [Source:RGD Symbol;Acc:1584097]
ENSRNOG00000061199	Tcfl5	protein_coding	transcription factor like 5 [Source:RGD Symbol;Acc:1305899]
ENSRNOG00000007434	Ube2j1	protein_coding	"ubiquitin-conjugating enzyme E2, J1 [Source:RGD Symbol;Acc:1305067]"
ENSRNOG00000007920	Ssbp3	protein_coding	single stranded DNA binding protein 3 [Source:RGD Symbol;Acc:621502]
ENSRNOG00000054474	Mastl	protein_coding	microtubule associated serine/threonine kinase-like [Source:MGI Symbol;Acc:MGI:1914371]
ENSRNOG00000022524	Tango6	protein_coding	transport and golgi organization 6 homolog [Source:RGD Symbol;Acc:1559841]
ENSRNOG00000012947	Metap1	protein_coding	methionyl aminopeptidase 1 [Source:RGD Symbol;Acc:1305545]
ENSRNOG00000005780	Adamts13	protein_coding	"ADAM metallopeptidase with thrombospondin type 1 motif, 13 [Source:RGD Symbol;Acc:1311594]"
ENSRNOG00000020347	Nup98	protein_coding	nucleoporin 98 [Source:RGD Symbol;Acc:71033]
ENSRNOG00000015593	Sigirr	protein_coding	single Ig and TIR domain containing [Source:RGD Symbol;Acc:1306732]
ENSRNOG00000049203	LOC103690024	protein_coding	peroxisomal targeting signal 1 receptor-like [Source:RGD Symbol;Acc:9150037]
ENSRNOG00000055213	RF02271	misc_RNA	"predicted gene, 27406 [Source:MGI Symbol;Acc:MGI:5530788]"
ENSRNOG00000018464	Lipt1	protein_coding	lipoyltransferase 1 [Source:RGD Symbol;Acc:1310276]
ENSRNOG00000057566	AABR07029878.1	lincRNA	NA
ENSRNOG00000019057	Prkcq	protein_coding	"protein kinase C, theta [Source:RGD Symbol;Acc:620968]"
ENSRNOG00000024601	Taf11	protein_coding	TATA-box binding protein associated factor 11 [Source:RGD Symbol;Acc:1305626]
ENSRNOG00000059919	Mtg2	protein_coding	mitochondrial ribosome-associated GTPase 2 [Source:RGD Symbol;Acc:1359243]
ENSRNOG00000050846	Timm10b	protein_coding	translocase of inner mitochondrial membrane 10B [Source:RGD Symbol;Acc:71097]
ENSRNOG00000013042	Htr1b	protein_coding	5-hydroxytryptamine receptor 1B [Source:RGD Symbol;Acc:2846]
ENSRNOG00000020533	Htra1	protein_coding	HtrA serine peptidase 1 [Source:RGD Symbol;Acc:69235]
ENSRNOG00000047708	Gstz1	protein_coding	glutathione S-transferase zeta 1 [Source:RGD Symbol;Acc:1589363]
ENSRNOG00000017787	Ripk1	protein_coding	receptor interacting serine/threonine kinase 1 [Source:RGD Symbol;Acc:1310158]
ENSRNOG00000059505	AABR07005949.1	lincRNA	NA
ENSRNOG00000019584	Dlk1	protein_coding	delta like non-canonical Notch ligand 1 [Source:RGD Symbol;Acc:619931]
ENSRNOG00000011471	Fgf9	protein_coding	fibroblast growth factor 9 [Source:RGD Symbol;Acc:2610]
ENSRNOG00000007000	Grhl2	protein_coding	grainyhead-like transcription factor 2 [Source:RGD Symbol;Acc:1561191]
ENSRNOG00000001849	Mapk1	protein_coding	mitogen activated protein kinase 1 [Source:RGD Symbol;Acc:70500]
ENSRNOG00000018505	Cidea	protein_coding	cell death-inducing DFFA-like effector a [Source:RGD Symbol;Acc:1305106]
ENSRNOG00000019338	Dll3	protein_coding	delta like canonical Notch ligand 3 [Source:RGD Symbol;Acc:70953]
ENSRNOG00000020668	Cpsf7	protein_coding	cleavage and polyadenylation specific factor 7 [Source:RGD Symbol;Acc:1305441]
ENSRNOG00000046468	Ptgfr	protein_coding	prostaglandin F receptor [Source:RGD Symbol;Acc:3436]
ENSRNOG00000007916	Ptk2	protein_coding	protein tyrosine kinase 2 [Source:RGD Symbol;Acc:3443]
ENSRNOG00000017172	Mvb12b	protein_coding	multivesicular body subunit 12B [Source:RGD Symbol;Acc:1309709]
ENSRNOG00000004430	Cep131	protein_coding	centrosomal protein 131 [Source:RGD Symbol;Acc:1307745]
ENSRNOG00000030016	Robo3	protein_coding	roundabout guidance receptor 3 [Source:RGD Symbol;Acc:1311018]
ENSRNOG00000033881	Insyn2	protein_coding	inhibitory synaptic factor 2A [Source:RGD Symbol;Acc:2302685]
ENSRNOG00000047004	LOC100365450	protein_coding	rCG26795-like [Source:RGD Symbol;Acc:2319030]
ENSRNOG00000028721	Otor	protein_coding	otoraplin [Source:RGD Symbol;Acc:1305253]
ENSRNOG00000002057	Slc10a6	protein_coding	solute carrier family 10 member 6 [Source:RGD Symbol;Acc:727800]
ENSRNOG00000009206	Fezf2	protein_coding	Fez family zinc finger 2 [Source:RGD Symbol;Acc:1311068]
ENSRNOG00000009512	Esd	protein_coding	esterase D [Source:RGD Symbol;Acc:1592114]
ENSRNOG00000001010	Tecpr1	protein_coding	tectonin beta-propeller repeat containing 1 [Source:RGD Symbol;Acc:1306873]
ENSRNOG00000037211	Kif14	protein_coding	kinesin family member 14 [Source:RGD Symbol;Acc:1310650]
ENSRNOG00000031515	Klra2	protein_coding	"killer cell lectin-like receptor, subfamily A, member 2 [Source:RGD Symbol;Acc:1359667]"
ENSRNOG00000000633	Rhobtb1	protein_coding	Rho-related BTB domain containing 1 [Source:RGD Symbol;Acc:1306871]
ENSRNOG00000056387	Mir628	miRNA	microRNA 628 [Source:RGD Symbol;Acc:2325480]
ENSRNOG00000021682	Dcakd	protein_coding	dephospho-CoA kinase domain containing [Source:RGD Symbol;Acc:1359211]
ENSRNOG00000013053	Trpm6	protein_coding	"transient receptor potential cation channel, subfamily M, member 6 [Source:RGD Symbol;Acc:1309942]"
ENSRNOG00000020807	NEWGENE_1306714	protein_coding	WD repeat domain 62-like 1 [Source:RGD Symbol;Acc:11427960]
ENSRNOG00000012911	Erlin1	protein_coding	ER lipid raft associated 1 [Source:RGD Symbol;Acc:1307058]
ENSRNOG00000060482	AABR07011857.2	protein_coding	NA
ENSRNOG00000036934	Abhd12	protein_coding	abhydrolase domain containing 12 [Source:RGD Symbol;Acc:1562570]
ENSRNOG00000028189	LOC691215	protein_coding	hypothetical protein LOC691215 [Source:RGD Symbol;Acc:1586289]
ENSRNOG00000004505	Nfic	protein_coding	nuclear factor I/C [Source:RGD Symbol;Acc:62016]
ENSRNOG00000007286	Mdm1	protein_coding	Mdm1 nuclear protein [Source:RGD Symbol;Acc:1561092]
ENSRNOG00000005879	Maml2	protein_coding	mastermind-like transcriptional coactivator 2 [Source:RGD Symbol;Acc:1587536]
ENSRNOG00000029089	Foxr1	protein_coding	forkhead box R1 [Source:RGD Symbol;Acc:1309739]
ENSRNOG00000008058	Tmprss5	protein_coding	transmembrane serine protease 5 [Source:RGD Symbol;Acc:628625]
ENSRNOG00000027724	Plekhf1	protein_coding	pleckstrin homology and FYVE domain containing 1 [Source:RGD Symbol;Acc:1310544]
ENSRNOG00000020486	Bcl2l12	protein_coding	BCL2 like 12 [Source:RGD Symbol;Acc:1307361]
ENSRNOG00000011105	Arl15	protein_coding	ADP-ribosylation factor like GTPase 15 [Source:RGD Symbol;Acc:1597407]
ENSRNOG00000053979	Egf	protein_coding	epidermal growth factor [Source:RGD Symbol;Acc:2542]
ENSRNOG00000046845	AABR07028887.1	protein_coding	NA
ENSRNOG00000019236	AABR07049755.1	protein_coding	ring finger protein 220 [Source:NCBI gene;Acc:500532]
ENSRNOG00000048674	AC103179.2	protein_coding	NA
ENSRNOG00000017116	Zfp532	protein_coding	zinc finger protein 532 [Source:RGD Symbol;Acc:1311719]
ENSRNOG00000037795	Ldlrad1	protein_coding	low density lipoprotein receptor class A domain containing 1 [Source:RGD Symbol;Acc:1597398]
ENSRNOG00000028899	LOC100910807	protein_coding	transcriptional regulator Kaiso-like [Source:RGD Symbol;Acc:6496755]
ENSRNOG00000015057	Tmem102	protein_coding	transmembrane protein 102 [Source:RGD Symbol;Acc:1559450]
ENSRNOG00000019308	Arrb2	protein_coding	"arrestin, beta 2 [Source:RGD Symbol;Acc:2157]"
ENSRNOG00000039819	AABR07035338.1	processed_transcript	NA
ENSRNOG00000009019	Slc6a6	protein_coding	solute carrier family 6 member 6 [Source:RGD Symbol;Acc:61912]
ENSRNOG00000028477	Med8	protein_coding	mediator complex subunit 8 [Source:RGD Symbol;Acc:1305552]
ENSRNOG00000053813	Nkap	protein_coding	NFKB activating protein [Source:RGD Symbol;Acc:1565955]
ENSRNOG00000007907	Tmem178a	protein_coding	transmembrane protein 178A [Source:RGD Symbol;Acc:1303057]
ENSRNOG00000018481	Zpr1	protein_coding	ZPR1 zinc finger [Source:RGD Symbol;Acc:1562173]
ENSRNOG00000032085	Dlec1	protein_coding	deleted in lung and esophageal cancer 1 [Source:RGD Symbol;Acc:1561649]
ENSRNOG00000014555	Aox4	protein_coding	aldehyde oxidase 4 [Source:RGD Symbol;Acc:1311975]
ENSRNOG00000056130	AABR07028970.2	protein_coding	NA
ENSRNOG00000004766	Glis2	protein_coding	GLIS family zinc finger 2 [Source:RGD Symbol;Acc:1309177]
ENSRNOG00000003669	Myocd	protein_coding	myocardin [Source:RGD Symbol;Acc:631347]
ENSRNOG00000027849	Wipf2	protein_coding	"WAS/WASL interacting protein family, member 2 [Source:RGD Symbol;Acc:1561080]"
ENSRNOG00000018198	Dapk1	protein_coding	death associated protein kinase 1 [Source:RGD Symbol;Acc:1311629]
ENSRNOG00000059970	AABR07024869.1	protein_coding	NA
ENSRNOG00000014336	Mcm5	protein_coding	minichromosome maintenance complex component 5 [Source:RGD Symbol;Acc:1306616]
ENSRNOG00000062285	Pou5f2	protein_coding	"POU domain class 5, transcription factor 2 [Source:RGD Symbol;Acc:1589456]"
ENSRNOG00000025074	Fgg	protein_coding	fibrinogen gamma chain [Source:RGD Symbol;Acc:2613]
ENSRNOG00000019205	Gnpat	protein_coding	glyceronephosphate O-acyltransferase [Source:RGD Symbol;Acc:620179]
ENSRNOG00000030930	Samsn1	protein_coding	"SAM domain, SH3 domain and nuclear localization signals, 1 [Source:RGD Symbol;Acc:620926]"
ENSRNOG00000008885	Chst11	protein_coding	carbohydrate sulfotransferase 11 [Source:RGD Symbol;Acc:1308400]
ENSRNOG00000031560	AABR07030162.1	protein_coding	NA
ENSRNOG00000011476	Nars2	protein_coding	"asparaginyl-tRNA synthetase 2, mitochondrial [Source:RGD Symbol;Acc:1305145]"
ENSRNOG00000049056	AABR07051450.1	protein_coding	NA
ENSRNOG00000042851	AC109942.2	processed_pseudogene	NA
ENSRNOG00000005218	Sf3a1	protein_coding	"splicing factor 3a, subunit 1 [Source:RGD Symbol;Acc:1311477]"
ENSRNOG00000021553	Nckap5	protein_coding	NCK-associated protein 5 [Source:RGD Symbol;Acc:1564507]
ENSRNOG00000057072	Slc12a3	protein_coding	solute carrier family 12 member 3 [Source:RGD Symbol;Acc:3686]
ENSRNOG00000057097	LOC102550543	lincRNA	uncharacterized LOC102550543 [Source:RGD Symbol;Acc:7692108]
ENSRNOG00000032882	AY172581.19	Mt_tRNA	NA
ENSRNOG00000039924	Triqk	protein_coding	triple QxxK/R motif containing [Source:RGD Symbol;Acc:1561260]
ENSRNOG00000062277	AABR07036010.2	sense_intronic	NA
ENSRNOG00000019959	Kcnc3	protein_coding	potassium voltage-gated channel subfamily C member 3 [Source:RGD Symbol;Acc:621358]
ENSRNOG00000028254	Tmem141	protein_coding	transmembrane protein 141 [Source:RGD Symbol;Acc:1561492]
ENSRNOG00000012141	Xrcc3	protein_coding	X-ray repair cross complementing 3 [Source:RGD Symbol;Acc:1306849]
ENSRNOG00000016085	Mpzl2	protein_coding	myelin protein zero-like 2 [Source:RGD Symbol;Acc:1307196]
ENSRNOG00000056434	RF01233	snoRNA	"predicted gene, 25663 [Source:MGI Symbol;Acc:MGI:5455440]"
ENSRNOG00000032723	Efl1	protein_coding	elongation factor like GTPase 1 [Source:RGD Symbol;Acc:1306521]
ENSRNOG00000023404	Slc9b2	protein_coding	solute carrier family 9 member B2 [Source:RGD Symbol;Acc:1598112]
ENSRNOG00000015696	Cdk5rap1	protein_coding	CDK5 regulatory subunit associated protein 1 [Source:RGD Symbol;Acc:708387]
ENSRNOG00000015072	Ptgr1	protein_coding	prostaglandin reductase 1 [Source:RGD Symbol;Acc:621195]
ENSRNOG00000025551	Rgs22	protein_coding	regulator of G-protein signaling 22 [Source:RGD Symbol;Acc:1565493]
ENSRNOG00000036865	Krt77	protein_coding	keratin 77 [Source:RGD Symbol;Acc:1302968]
ENSRNOG00000024230	Tnfaip8l3	protein_coding	TNF alpha induced protein 8 like 3 [Source:RGD Symbol;Acc:1311533]
ENSRNOG00000057177	AABR07029634.4	lincRNA	NA
ENSRNOG00000016763	Fgfr4	protein_coding	fibroblast growth factor receptor 4 [Source:RGD Symbol;Acc:2612]
ENSRNOG00000029560	AABR07072272.1	protein_coding	NA
ENSRNOG00000000913	Gusb	protein_coding	"glucuronidase, beta [Source:RGD Symbol;Acc:2772]"
ENSRNOG00000028814	Oasl2	protein_coding	2'-5' oligoadenylate synthetase-like 2 [Source:RGD Symbol;Acc:1307351]
ENSRNOG00000019557	Asb18	protein_coding	ankyrin repeat and SOCS box-containing 18 [Source:RGD Symbol;Acc:1310850]
ENSRNOG00000055986	AC128789.1	protein_coding	tetratricopeptide repeat domain 23-like [Source:NCBI gene;Acc:502510]
ENSRNOG00000053164	RF00026	snRNA	NA
ENSRNOG00000003392	Grsf1	protein_coding	G-rich RNA sequence binding factor 1 [Source:RGD Symbol;Acc:1310858]
ENSRNOG00000010402	Hspb2	protein_coding	heat shock protein family B (small) member 2 [Source:RGD Symbol;Acc:70914]
ENSRNOG00000014721	Ahrr	protein_coding	aryl-hydrocarbon receptor repressor [Source:RGD Symbol;Acc:1559857]
ENSRNOG00000020346	Best1	protein_coding	bestrophin 1 [Source:RGD Symbol;Acc:1311656]
ENSRNOG00000012410	S100a1	protein_coding	S100 calcium binding protein A1 [Source:RGD Symbol;Acc:3614]
ENSRNOG00000009085	Prkag2	protein_coding	protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:RGD Symbol;Acc:727782]
ENSRNOG00000059964	AABR07061825.2	pseudogene	NA
ENSRNOG00000008170	Jph2	protein_coding	junctophilin 2 [Source:RGD Symbol;Acc:1305196]
ENSRNOG00000002953	P2ry4	protein_coding	pyrimidinergic receptor P2Y4 [Source:RGD Symbol;Acc:61798]
ENSRNOG00000029837	AABR07056636.1	protein_coding	NA
ENSRNOG00000006278	Tspyl5	protein_coding	TSPY-like 5 [Source:RGD Symbol;Acc:1311262]
ENSRNOG00000031824	Slc44a2	protein_coding	solute carrier family 44 member 2 [Source:RGD Symbol;Acc:1309680]
ENSRNOG00000008219	Ccdc33	protein_coding	coiled-coil domain containing 33 [Source:RGD Symbol;Acc:1561126]
ENSRNOG00000005214	Plek	protein_coding	pleckstrin [Source:RGD Symbol;Acc:1308269]
ENSRNOG00000008193	Cr1l	protein_coding	complement C3b/C4b receptor 1 like [Source:RGD Symbol;Acc:2399]
ENSRNOG00000009681	Flot2	protein_coding	flotillin 2 [Source:RGD Symbol;Acc:70993]
ENSRNOG00000050933	LOC100912564	protein_coding	histone H4-like [Source:RGD Symbol;Acc:6486282]
ENSRNOG00000020427	Borcs8	protein_coding	BLOC-1 related complex subunit 8 [Source:RGD Symbol;Acc:1582941]
ENSRNOG00000058864	AABR07035561.3	lincRNA	NA
ENSRNOG00000061778	AABR07035780.6	lincRNA	NA
ENSRNOG00000006263	Sh2d1a	protein_coding	SH2 domain containing 1A [Source:RGD Symbol;Acc:1562408]
ENSRNOG00000004109	Zfpm2	protein_coding	"zinc finger protein, multitype 2 [Source:MGI Symbol;Acc:MGI:1334444]"
ENSRNOG00000017900	rnf141	protein_coding	ring finger protein 141 [Source:RGD Symbol;Acc:1303154]
ENSRNOG00000008825	Ssrp1	protein_coding	structure specific recognition protein 1 [Source:RGD Symbol;Acc:621143]
ENSRNOG00000051078	Zfp37	protein_coding	zinc finger protein 37 [Source:RGD Symbol;Acc:620723]
ENSRNOG00000024517	Gpr119	protein_coding	G protein-coupled receptor 119 [Source:RGD Symbol;Acc:727808]
ENSRNOG00000020679	Icam1	protein_coding	intercellular adhesion molecule 1 [Source:RGD Symbol;Acc:2857]
ENSRNOG00000053007	AABR07067950.1	antisense	NA
ENSRNOG00000037376	Mterf4	protein_coding	mitochondrial transcription termination factor 4 [Source:RGD Symbol;Acc:1562440]
ENSRNOG00000005130	LOC103693780	protein_coding	"2-oxoglutarate dehydrogenase, mitochondrial-like [Source:RGD Symbol;Acc:9122992]"
ENSRNOG00000002682	Zfp692	protein_coding	zinc finger protein 692 [Source:RGD Symbol;Acc:1306740]
ENSRNOG00000055157	Pard6g	protein_coding	par-6 family cell polarity regulator gamma [Source:RGD Symbol;Acc:1305016]
ENSRNOG00000050072	Jmjd7	protein_coding	jumonji domain containing 7 [Source:RGD Symbol;Acc:2290039]
ENSRNOG00000016852	Apobec3	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 3 [Source:RGD Symbol;Acc:1307800]
ENSRNOG00000050500	Tob2	protein_coding	"transducer of ERBB2, 2 [Source:RGD Symbol;Acc:1359722]"
ENSRNOG00000021745	Bhlhe22	protein_coding	"basic helix-loop-helix family, member e22 [Source:RGD Symbol;Acc:1305451]"
ENSRNOG00000011639	Mrpl47	protein_coding	mitochondrial ribosomal protein L47 [Source:RGD Symbol;Acc:1307531]
ENSRNOG00000046160	AABR07065127.1	miRNA	NA
ENSRNOG00000034128	RGD1560917	protein_coding	similar to mitochondrial ribosomal protein L41 [Source:RGD Symbol;Acc:1560917]
ENSRNOG00000001216	Trpm2	protein_coding	"transient receptor potential cation channel, subfamily M, member 2 [Source:RGD Symbol;Acc:1311889]"
ENSRNOG00000000378	AABR07044914.1	protein_coding	catenin alpha 3 [Source:NCBI gene;Acc:361839]
ENSRNOG00000057561	AABR07001444.1	lincRNA	NA
ENSRNOG00000020538	AC121639.1	protein_coding	NA
ENSRNOG00000050741	Rbm4	protein_coding	RNA binding motif protein 4 [Source:RGD Symbol;Acc:1306891]
ENSRNOG00000024136	Fam151b	protein_coding	"family with sequence similarity 151, member B [Source:RGD Symbol;Acc:1561110]"
ENSRNOG00000053081	LOC684762	protein_coding	similar to CG31613-PA [Source:RGD Symbol;Acc:1586732]
ENSRNOG00000036980	Zgrf1	protein_coding	"zinc finger, GRF-type containing 1 [Source:RGD Symbol;Acc:1305834]"
ENSRNOG00000013771	Clca2	protein_coding	chloride channel accessory 2 [Source:RGD Symbol;Acc:1304894]
ENSRNOG00000061420	AABR07062154.1	pseudogene	NA
ENSRNOG00000005888	Fsip1	protein_coding	fibrous sheath interacting protein 1 [Source:RGD Symbol;Acc:1306874]
ENSRNOG00000009143	Lrrc57	protein_coding	leucine rich repeat containing 57 [Source:RGD Symbol;Acc:1307128]
ENSRNOG00000008297	Oser1	protein_coding	oxidative stress responsive serine-rich 1 [Source:RGD Symbol;Acc:1303142]
ENSRNOG00000028708	Ntsr1	protein_coding	neurotensin receptor 1 [Source:RGD Symbol;Acc:1306076]
ENSRNOG00000047578	Ccdc28b	protein_coding	coiled coil domain containing 28B [Source:RGD Symbol;Acc:1583447]
ENSRNOG00000022838	Cnksr1	protein_coding	connector enhancer of kinase suppressor of Ras 1 [Source:RGD Symbol;Acc:1311879]
ENSRNOG00000017037	Otud3	protein_coding	OTU deubiquitinase 3 [Source:RGD Symbol;Acc:1560468]
ENSRNOG00000012424	Adam23	protein_coding	ADAM metallopeptidase domain 23 [Source:RGD Symbol;Acc:1305739]
ENSRNOG00000004263	Ints7	protein_coding	integrator complex subunit 7 [Source:RGD Symbol;Acc:1308014]
ENSRNOG00000002342	Aldh3a2	protein_coding	"aldehyde dehydrogenase 3 family, member A2 [Source:RGD Symbol;Acc:61866]"
ENSRNOG00000003563	Blmh	protein_coding	bleomycin hydrolase [Source:RGD Symbol;Acc:1304668]
ENSRNOG00000012818	Ksr1	protein_coding	kinase suppressor of ras 1 [Source:RGD Symbol;Acc:1308105]
ENSRNOG00000059212	AABR07025303.1	lincRNA	NA
ENSRNOG00000060410	Pcdh1	protein_coding	protocadherin 1 [Source:NCBI gene;Acc:307481]
ENSRNOG00000053223	LOC102548225	lincRNA	uncharacterized LOC102548225 [Source:RGD Symbol;Acc:7648927]
ENSRNOG00000000763	RT1-M3-1	protein_coding	"RT1 class Ib, locus M3, gene 1 [Source:RGD Symbol;Acc:3494]"
ENSRNOG00000061024	RF01191	snoRNA	"predicted gene, 22888 [Source:MGI Symbol;Acc:MGI:5452665]"
ENSRNOG00000005133	Mapt	protein_coding	microtubule-associated protein tau [Source:RGD Symbol;Acc:69329]
ENSRNOG00000049629	Reep2	protein_coding	receptor accessory protein 2 [Source:NCBI gene;Acc:682105]
ENSRNOG00000007272	Rnf103	protein_coding	ring finger protein 103 [Source:RGD Symbol;Acc:620586]
ENSRNOG00000027617	Ttc26	protein_coding	tetratricopeptide repeat domain 26 [Source:RGD Symbol;Acc:1561363]
ENSRNOG00000016368	Ppp1r14c	protein_coding	"protein phosphatase 1, regulatory (inhibitor) subunit 14c [Source:RGD Symbol;Acc:620538]"
ENSRNOG00000026035	Fam24a	protein_coding	"family with sequence similarity 24, member A [Source:RGD Symbol;Acc:1560948]"
ENSRNOG00000011146	Gyg1	protein_coding	glycogenin 1 [Source:RGD Symbol;Acc:621785]
ENSRNOG00000007134	Strap	protein_coding	serine/threonine kinase receptor associated protein [Source:RGD Symbol;Acc:1311114]
ENSRNOG00000010326	Col20a1	protein_coding	collagen type XX alpha 1 chain [Source:RGD Symbol;Acc:1563901]
ENSRNOG00000024729	Pax5	protein_coding	paired box 5 [Source:RGD Symbol;Acc:1565236]
ENSRNOG00000009605	Tfe3	protein_coding	transcription factor binding to IGHM enhancer 3 [Source:RGD Symbol;Acc:1559642]
ENSRNOG00000037658	Gprasp2	protein_coding	G protein-coupled receptor associated sorting protein 2 [Source:RGD Symbol;Acc:1561019]
ENSRNOG00000009079	Prkar2b	protein_coding	protein kinase cAMP-dependent type 2 regulatory subunit beta [Source:RGD Symbol;Acc:3394]
ENSRNOG00000054052	Ppp4r4	protein_coding	"protein phosphatase 4, regulatory subunit 4 [Source:RGD Symbol;Acc:1560932]"
ENSRNOG00000007821	Dyrk2	protein_coding	dual specificity tyrosine phosphorylation regulated kinase 2 [Source:RGD Symbol;Acc:1312039]
ENSRNOG00000006283	LOC100362400	pseudogene	60S ribosomal protein L13-like [Source:RGD Symbol;Acc:2318188]
ENSRNOG00000024345	Pard3b	protein_coding	par-3 family cell polarity regulator beta [Source:RGD Symbol;Acc:1584992]
ENSRNOG00000003805	Rnft1	protein_coding	"ring finger protein, transmembrane 1 [Source:RGD Symbol;Acc:1562411]"
ENSRNOG00000017001	Zfp652	protein_coding	zinc finger protein 652 [Source:RGD Symbol;Acc:1566329]
ENSRNOG00000015522	Tfap2a	protein_coding	transcription factor AP-2 alpha [Source:RGD Symbol;Acc:1310267]
ENSRNOG00000018089	Sra1	protein_coding	steroid receptor RNA activator 1 [Source:RGD Symbol;Acc:621148]
ENSRNOG00000061899	Mosmo	protein_coding	modulator of smoothened [Source:RGD Symbol;Acc:7606925]
ENSRNOG00000019552	Lsm7	protein_coding	"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:RGD Symbol;Acc:1305354]"
ENSRNOG00000002376	Clasp1	protein_coding	cytoplasmic linker associated protein 1 [Source:RGD Symbol;Acc:1310970]
ENSRNOG00000002176	Nectin3	protein_coding	nectin cell adhesion molecule 3 [Source:RGD Symbol;Acc:1309516]
ENSRNOG00000001528	Gap43	protein_coding	growth associated protein 43 [Source:RGD Symbol;Acc:62071]
ENSRNOG00000055547	AABR07001519.1	protein_coding	NA
ENSRNOG00000015609	Wdr27	protein_coding	WD repeat domain 27 [Source:RGD Symbol;Acc:1309633]
ENSRNOG00000047800	C5ar1	protein_coding	complement C5a receptor 1 [Source:RGD Symbol;Acc:70553]
ENSRNOG00000012730	Lrrk1	protein_coding	leucine-rich repeat kinase 1 [Source:RGD Symbol;Acc:1308000]
ENSRNOG00000012002	Iqgap1	protein_coding	IQ motif containing GTPase activating protein 1 [Source:RGD Symbol;Acc:1311884]
ENSRNOG00000020124	Lrrc51	protein_coding	leucine rich repeat containing 51 [Source:RGD Symbol;Acc:1565856]
ENSRNOG00000017403	Apobr	protein_coding	apolipoprotein B receptor [Source:RGD Symbol;Acc:1565169]
ENSRNOG00000020614	Phlda2	protein_coding	"pleckstrin homology-like domain, family A, member 2 [Source:RGD Symbol;Acc:1304755]"
ENSRNOG00000050180	Zfpl1	protein_coding	zinc finger protein-like 1 [Source:RGD Symbol;Acc:1586738]
ENSRNOG00000056942	RF00089	snoRNA	"predicted gene, 23246 [Source:MGI Symbol;Acc:MGI:5453023]"
ENSRNOG00000059968	Jak2	protein_coding	Janus kinase 2 [Source:RGD Symbol;Acc:2939]
ENSRNOG00000053728	AABR07006724.1	lincRNA	NA
ENSRNOG00000011287	Minpp1	protein_coding	multiple inositol-polyphosphate phosphatase 1 [Source:RGD Symbol;Acc:3089]
ENSRNOG00000052810	Cyp2c11	protein_coding	"cytochrome P450, subfamily 2, polypeptide 11 [Source:RGD Symbol;Acc:2469]"
ENSRNOG00000061306	RF00002	rRNA	NA
ENSRNOG00000012770	Spata9	protein_coding	spermatogenesis associated 9 [Source:RGD Symbol;Acc:1308291]
ENSRNOG00000013293	Mccc1	protein_coding	methylcrotonoyl-CoA carboxylase 1 [Source:RGD Symbol;Acc:1310615]
ENSRNOG00000021100	Tnfaip8l2	protein_coding	TNF alpha induced protein 8 like 2 [Source:RGD Symbol;Acc:1310519]
ENSRNOG00000042389	Bcl10	protein_coding	"BCL10, immune signaling adaptor [Source:RGD Symbol;Acc:620544]"
ENSRNOG00000012881	Fgl2	protein_coding	fibrinogen-like 2 [Source:RGD Symbol;Acc:620170]
ENSRNOG00000022343	Alms1	protein_coding	"ALMS1, centrosome and basal body associated protein [Source:RGD Symbol;Acc:1311590]"
ENSRNOG00000058136	Vom1r90	protein_coding	vomeronasal 1 receptor 90 [Source:RGD Symbol;Acc:708509]
ENSRNOG00000009414	Creld1	protein_coding	cysteine-rich with EGF-like domains 1 [Source:RGD Symbol;Acc:1309412]
ENSRNOG00000010349	Ghrl	protein_coding	ghrelin and obestatin prepropeptide [Source:RGD Symbol;Acc:632283]
ENSRNOG00000028826	AC128901.1	protein_coding	NA
ENSRNOG00000005062	AABR07051190.1	protein_coding	NA
ENSRNOG00000018845	Snapc4	protein_coding	"small nuclear RNA activating complex, polypeptide 4 [Source:RGD Symbol;Acc:1309048]"
ENSRNOG00000030022	Myo3b	protein_coding	myosin IIIB [Source:RGD Symbol;Acc:1560313]
ENSRNOG00000005366	AABR07053472.1	protein_coding	NA
